Tabela,Data,Kurs Å›redni,Zmiana
86/A/NBP/2022,2022-05-05,4.4995,-0.75
85/A/NBP/2022,2022-05-04,4.5333,-0.93
84/A/NBP/2022,2022-05-02,4.576,0.56
83/A/NBP/2022,2022-04-29,4.5504,-0.91
82/A/NBP/2022,2022-04-28,4.5921,-0.26
81/A/NBP/2022,2022-04-27,4.6042,1.65
80/A/NBP/2022,2022-04-26,4.5294,0.55
79/A/NBP/2022,2022-04-25,4.5047,0.26
78/A/NBP/2022,2022-04-22,4.493,0.04
77/A/NBP/2022,2022-04-21,4.4913,-0.3
76/A/NBP/2022,2022-04-20,4.5049,-0.62
75/A/NBP/2022,2022-04-19,4.533,-0.36
74/A/NBP/2022,2022-04-15,4.5493,-0.1
73/A/NBP/2022,2022-04-14,4.5539,-1.04
72/A/NBP/2022,2022-04-13,4.6016,0.02
71/A/NBP/2022,2022-04-12,4.6005,0.95
70/A/NBP/2022,2022-04-11,4.5574,-0.19
69/A/NBP/2022,2022-04-08,4.5663,-0.28
68/A/NBP/2022,2022-04-07,4.5793,0.22
67/A/NBP/2022,2022-04-06,4.5691,0.22
66/A/NBP/2022,2022-04-05,4.559,0.44
65/A/NBP/2022,2022-04-04,4.539,-0.09
64/A/NBP/2022,2022-04-01,4.5431,0.5
63/A/NBP/2022,2022-03-31,4.5207,0.36
62/A/NBP/2022,2022-03-30,4.5045,-1.67
61/A/NBP/2022,2022-03-29,4.5809,0.25
60/A/NBP/2022,2022-03-28,4.5697,-1.79
59/A/NBP/2022,2022-03-25,4.6528,0.25
58/A/NBP/2022,2022-03-24,4.6412,1.51
57/A/NBP/2022,2022-03-23,4.5722,0.17
56/A/NBP/2022,2022-03-22,4.5644,0.07
55/A/NBP/2022,2022-03-21,4.5614,-0.19
54/A/NBP/2022,2022-03-18,4.5701,1.27
53/A/NBP/2022,2022-03-17,4.5127,-0.93
52/A/NBP/2022,2022-03-16,4.555,-0.53
51/A/NBP/2022,2022-03-15,4.5793,-1.12
50/A/NBP/2022,2022-03-14,4.631,-1.24
49/A/NBP/2022,2022-03-11,4.689,-0.06
48/A/NBP/2022,2022-03-10,4.6917,-1.39
47/A/NBP/2022,2022-03-09,4.758,-2.06
46/A/NBP/2022,2022-03-08,4.8579,-1.77
45/A/NBP/2022,2022-03-07,4.9452,3.48
44/A/NBP/2022,2022-03-04,4.7787,1.61
43/A/NBP/2022,2022-03-03,4.7028,-0.39
42/A/NBP/2022,2022-03-02,4.7212,2.55
41/A/NBP/2022,2022-03-01,4.6037,1.22
40/A/NBP/2022,2022-02-28,4.5483,1.07
39/A/NBP/2022,2022-02-25,4.5001,0.43
38/A/NBP/2022,2022-02-24,4.4808,3.24
37/A/NBP/2022,2022-02-23,4.3401,-0.63
36/A/NBP/2022,2022-02-22,4.3676,0.8
35/A/NBP/2022,2022-02-21,4.3328,0.22
34/A/NBP/2022,2022-02-18,4.3233,0.38
33/A/NBP/2022,2022-02-17,4.307,0.85
32/A/NBP/2022,2022-02-16,4.2706,-0.58
31/A/NBP/2022,2022-02-15,4.2954,-1.82
30/A/NBP/2022,2022-02-14,4.375,2.33
29/A/NBP/2022,2022-02-11,4.2754,0.68
28/A/NBP/2022,2022-02-10,4.2465,-0.78
27/A/NBP/2022,2022-02-09,4.2798,-0.41
26/A/NBP/2022,2022-02-08,4.2973,-0.32
25/A/NBP/2022,2022-02-07,4.3112,0.15
24/A/NBP/2022,2022-02-04,4.3046,-1.4
23/A/NBP/2022,2022-02-03,4.3656,-0.31
22/A/NBP/2022,2022-02-02,4.379,-0.67
21/A/NBP/2022,2022-02-01,4.4087,-0.16
20/A/NBP/2022,2022-01-31,4.4156,0.16
19/A/NBP/2022,2022-01-28,4.4086,0.13
18/A/NBP/2022,2022-01-27,4.4029,-0.41
17/A/NBP/2022,2022-01-26,4.4211,0.11
16/A/NBP/2022,2022-01-25,4.4161,0.52
15/A/NBP/2022,2022-01-24,4.3932,0.33
14/A/NBP/2022,2022-01-21,4.3786,0.63
13/A/NBP/2022,2022-01-20,4.3511,-0.19
12/A/NBP/2022,2022-01-19,4.3594,0.36
11/A/NBP/2022,2022-01-18,4.3436,0.29
10/A/NBP/2022,2022-01-17,4.331,-0.36
9/A/NBP/2022,2022-01-14,4.3466,0.51
8/A/NBP/2022,2022-01-13,4.3244,0.12
7/A/NBP/2022,2022-01-12,4.3192,-0.25
6/A/NBP/2022,2022-01-11,4.33,-0.46
5/A/NBP/2022,2022-01-10,4.35,-0.5
4/A/NBP/2022,2022-01-07,4.372,-0.88
3/A/NBP/2022,2022-01-05,4.4106,0.04
2/A/NBP/2022,2022-01-04,4.409,-0.53
1/A/NBP/2022,2022-01-03,4.4326,-0.36
254/A/NBP/2021,2021-12-31,4.4484,0.5
253/A/NBP/2021,2021-12-30,4.4262,-0.23
252/A/NBP/2021,2021-12-29,4.4362,0.08
251/A/NBP/2021,2021-12-28,4.4328,-0.3
250/A/NBP/2021,2021-12-27,4.4463,0.01
249/A/NBP/2021,2021-12-24,4.4458,-0.09
248/A/NBP/2021,2021-12-23,4.4497,0.37
247/A/NBP/2021,2021-12-22,4.4335,-0.29
246/A/NBP/2021,2021-12-21,4.4462,-0.23
245/A/NBP/2021,2021-12-20,4.4565,0.08
244/A/NBP/2021,2021-12-17,4.4531,0.51
243/A/NBP/2021,2021-12-16,4.4306,-0.13
242/A/NBP/2021,2021-12-15,4.4362,-0.6
241/A/NBP/2021,2021-12-14,4.4631,0.67
240/A/NBP/2021,2021-12-13,4.4335,0.17
239/A/NBP/2021,2021-12-10,4.4259,-0.1
238/A/NBP/2021,2021-12-09,4.4305,0.58
237/A/NBP/2021,2021-12-08,4.4049,-0.27
236/A/NBP/2021,2021-12-07,4.4169,0.32
235/A/NBP/2021,2021-12-06,4.4029,-0.31
234/A/NBP/2021,2021-12-03,4.4165,0.08
233/A/NBP/2021,2021-12-02,4.4131,-1.17
232/A/NBP/2021,2021-12-01,4.4652,-0.53
231/A/NBP/2021,2021-11-30,4.4888,-0.28
230/A/NBP/2021,2021-11-29,4.5013,-0.13
229/A/NBP/2021,2021-11-26,4.5071,1.15
228/A/NBP/2021,2021-11-25,4.456,-0.18
227/A/NBP/2021,2021-11-24,4.4639,-0.69
226/A/NBP/2021,2021-11-23,4.4948,-0.31
225/A/NBP/2021,2021-11-22,4.5089,0.69
224/A/NBP/2021,2021-11-19,4.4782,0.98
223/A/NBP/2021,2021-11-18,4.4346,0.26
222/A/NBP/2021,2021-11-17,4.4232,-0.12
221/A/NBP/2021,2021-11-16,4.4285,0.63
220/A/NBP/2021,2021-11-15,4.4008,0.05
219/A/NBP/2021,2021-11-12,4.3984,0.98
218/A/NBP/2021,2021-11-10,4.3555,0.35
217/A/NBP/2021,2021-11-09,4.3401,-0.1
216/A/NBP/2021,2021-11-08,4.3445,-0.4
215/A/NBP/2021,2021-11-05,4.362,0.01
214/A/NBP/2021,2021-11-04,4.3616,0.14
213/A/NBP/2021,2021-11-03,4.3554,-0.14
212/A/NBP/2021,2021-11-02,4.3615,0.27
211/A/NBP/2021,2021-10-29,4.3496,0.05
210/A/NBP/2021,2021-10-28,4.3473,0.26
209/A/NBP/2021,2021-10-27,4.3362,0.54
208/A/NBP/2021,2021-10-26,4.313,0.18
207/A/NBP/2021,2021-10-25,4.3054,-0.24
206/A/NBP/2021,2021-10-22,4.3157,0.6
205/A/NBP/2021,2021-10-21,4.2899,0.61
204/A/NBP/2021,2021-10-20,4.2637,-0.02
203/A/NBP/2021,2021-10-19,4.2644,0.08
202/A/NBP/2021,2021-10-18,4.2611,-0.19
201/A/NBP/2021,2021-10-15,4.2691,-0.29
200/A/NBP/2021,2021-10-14,4.2814,0.3
199/A/NBP/2021,2021-10-13,4.2684,-0.14
198/A/NBP/2021,2021-10-12,4.2745,-0.64
197/A/NBP/2021,2021-10-11,4.302,0.62
196/A/NBP/2021,2021-10-08,4.2756,0.77
195/A/NBP/2021,2021-10-07,4.2428,-1.33
194/A/NBP/2021,2021-10-06,4.3002,0.39
193/A/NBP/2021,2021-10-05,4.2836,1.1
192/A/NBP/2021,2021-10-04,4.2371,-0.49
191/A/NBP/2021,2021-10-01,4.2579,-0.34
190/A/NBP/2021,2021-09-30,4.2725,0.07
189/A/NBP/2021,2021-09-29,4.2694,0.17
188/A/NBP/2021,2021-09-28,4.2622,0.74
187/A/NBP/2021,2021-09-27,4.2307,-0.44
186/A/NBP/2021,2021-09-24,4.2494,0
185/A/NBP/2021,2021-09-23,4.2494,-0.69
184/A/NBP/2021,2021-09-22,4.2789,0.71
183/A/NBP/2021,2021-09-21,4.2489,0.75
182/A/NBP/2021,2021-09-20,4.2172,0.58
181/A/NBP/2021,2021-09-17,4.1929,-0.3
180/A/NBP/2021,2021-09-16,4.2054,0.32
179/A/NBP/2021,2021-09-15,4.192,0.27
178/A/NBP/2021,2021-09-14,4.1807,0.06
177/A/NBP/2021,2021-09-13,4.1782,-0.41
176/A/NBP/2021,2021-09-10,4.1956,0.7
175/A/NBP/2021,2021-09-09,4.1663,0.29
174/A/NBP/2021,2021-09-08,4.1542,-0.17
173/A/NBP/2021,2021-09-07,4.1613,0.16
172/A/NBP/2021,2021-09-06,4.1546,-0.05
171/A/NBP/2021,2021-09-03,4.1568,0.03
170/A/NBP/2021,2021-09-02,4.1554,-0.32
169/A/NBP/2021,2021-09-01,4.1688,-0.71
168/A/NBP/2021,2021-08-31,4.1984,-0.72
167/A/NBP/2021,2021-08-30,4.2289,-0.36
166/A/NBP/2021,2021-08-27,4.2442,0.05
165/A/NBP/2021,2021-08-26,4.2422,-0.35
164/A/NBP/2021,2021-08-25,4.2573,-0.56
163/A/NBP/2021,2021-08-24,4.2811,0.07
162/A/NBP/2021,2021-08-23,4.2781,-0.08
161/A/NBP/2021,2021-08-20,4.2816,0
160/A/NBP/2021,2021-08-19,4.2818,0.62
159/A/NBP/2021,2021-08-18,4.2553,-0.12
158/A/NBP/2021,2021-08-17,4.2602,0.42
157/A/NBP/2021,2021-08-16,4.2425,0.52
156/A/NBP/2021,2021-08-13,4.2204,-0.47
155/A/NBP/2021,2021-08-12,4.2404,0.04
154/A/NBP/2021,2021-08-11,4.2385,0.27
153/A/NBP/2021,2021-08-10,4.2272,-0.35
152/A/NBP/2021,2021-08-09,4.2421,0
151/A/NBP/2021,2021-08-06,4.2422,-0.08
150/A/NBP/2021,2021-08-05,4.2454,0.22
149/A/NBP/2021,2021-08-04,4.2361,-0.01
148/A/NBP/2021,2021-08-03,4.2366,-0.04
147/A/NBP/2021,2021-08-02,4.2383,-0.14
146/A/NBP/2021,2021-07-30,4.2444,-0.19
145/A/NBP/2021,2021-07-29,4.2526,-0.02
144/A/NBP/2021,2021-07-28,4.2533,-0.02
143/A/NBP/2021,2021-07-27,4.254,0.38
142/A/NBP/2021,2021-07-26,4.2381,0.41
141/A/NBP/2021,2021-07-23,4.2208,-0.17
140/A/NBP/2021,2021-07-22,4.2279,-0.24
139/A/NBP/2021,2021-07-21,4.2379,-0.23
138/A/NBP/2021,2021-07-20,4.2477,0.43
137/A/NBP/2021,2021-07-19,4.2297,0.18
136/A/NBP/2021,2021-07-16,4.2219,-0.31
135/A/NBP/2021,2021-07-15,4.2349,-0.08
134/A/NBP/2021,2021-07-14,4.2384,0.71
133/A/NBP/2021,2021-07-13,4.2087,0.29
132/A/NBP/2021,2021-07-12,4.1965,0
131/A/NBP/2021,2021-07-09,4.1965,0.26
130/A/NBP/2021,2021-07-08,4.1858,1.1
129/A/NBP/2021,2021-07-07,4.1402,0.56
128/A/NBP/2021,2021-07-06,4.1172,-0.08
127/A/NBP/2021,2021-07-05,4.1207,-0.27
126/A/NBP/2021,2021-07-02,4.1317,0.36
125/A/NBP/2021,2021-07-01,4.1167,-0.11
124/A/NBP/2021,2021-06-30,4.1212,0.12
123/A/NBP/2021,2021-06-29,4.1161,0.05
122/A/NBP/2021,2021-06-28,4.1139,-0.09
121/A/NBP/2021,2021-06-25,4.1175,-0.29
120/A/NBP/2021,2021-06-24,4.1296,0.16
119/A/NBP/2021,2021-06-23,4.1231,-0.53
118/A/NBP/2021,2021-06-22,4.1451,-0.08
117/A/NBP/2021,2021-06-21,4.1486,-0.23
116/A/NBP/2021,2021-06-18,4.158,0.18
115/A/NBP/2021,2021-06-17,4.1505,-0.15
114/A/NBP/2021,2021-06-16,4.1567,-0.08
113/A/NBP/2021,2021-06-15,4.1601,0.58
112/A/NBP/2021,2021-06-14,4.136,0.77
111/A/NBP/2021,2021-06-11,4.1043,-0.1
110/A/NBP/2021,2021-06-10,4.1084,0.76
109/A/NBP/2021,2021-06-09,4.0775,-0.31
108/A/NBP/2021,2021-06-08,4.0901,0.36
107/A/NBP/2021,2021-06-07,4.0756,-0.2
106/A/NBP/2021,2021-06-04,4.0838,0.32
105/A/NBP/2021,2021-06-02,4.0707,0
104/A/NBP/2021,2021-06-01,4.0709,-0.26
103/A/NBP/2021,2021-05-31,4.0815,-0.31
102/A/NBP/2021,2021-05-28,4.0941,-0.36
101/A/NBP/2021,2021-05-27,4.1087,0.23
100/A/NBP/2021,2021-05-26,4.0993,0.22
99/A/NBP/2021,2021-05-25,4.0902,-0.08
98/A/NBP/2021,2021-05-24,4.0935,-0.16
97/A/NBP/2021,2021-05-21,4.0999,-0.28
96/A/NBP/2021,2021-05-20,4.1113,-0.19
95/A/NBP/2021,2021-05-19,4.1193,-0.26
94/A/NBP/2021,2021-05-18,4.1301,-0.11
93/A/NBP/2021,2021-05-17,4.1347,-0.16
92/A/NBP/2021,2021-05-14,4.1413,-0.14
91/A/NBP/2021,2021-05-13,4.1472,0.14
90/A/NBP/2021,2021-05-12,4.1413,-0.43
89/A/NBP/2021,2021-05-11,4.1592,-0.14
88/A/NBP/2021,2021-05-10,4.1651,-0.17
87/A/NBP/2021,2021-05-07,4.1723,-0.21
86/A/NBP/2021,2021-05-06,4.1809,0.37
85/A/NBP/2021,2021-05-05,4.1655,0.49
84/A/NBP/2021,2021-05-04,4.145,-0.13
83/A/NBP/2021,2021-04-30,4.1502,-0.02
82/A/NBP/2021,2021-04-29,4.1509,0.23
81/A/NBP/2021,2021-04-28,4.1415,0.38
80/A/NBP/2021,2021-04-27,4.1258,0.17
79/A/NBP/2021,2021-04-26,4.1189,-0.4
78/A/NBP/2021,2021-04-23,4.1354,0
77/A/NBP/2021,2021-04-22,4.1354,0.07
76/A/NBP/2021,2021-04-21,4.1325,0.16
75/A/NBP/2021,2021-04-20,4.1257,-0.22
74/A/NBP/2021,2021-04-19,4.1348,0.17
73/A/NBP/2021,2021-04-16,4.1279,0.2
72/A/NBP/2021,2021-04-15,4.1198,-0.52
71/A/NBP/2021,2021-04-14,4.1413,-0.14
70/A/NBP/2021,2021-04-13,4.1473,0.61
69/A/NBP/2021,2021-04-12,4.1222,-0.1
68/A/NBP/2021,2021-04-09,4.1265,-0.21
67/A/NBP/2021,2021-04-08,4.1353,-0.47
66/A/NBP/2021,2021-04-07,4.1547,-0.01
65/A/NBP/2021,2021-04-06,4.1553,0.3
64/A/NBP/2021,2021-04-02,4.1428,-0.52
63/A/NBP/2021,2021-04-01,4.1644,-1.13
62/A/NBP/2021,2021-03-31,4.2119,0.19
61/A/NBP/2021,2021-03-30,4.204,-0.29
60/A/NBP/2021,2021-03-29,4.2164,0.84
59/A/NBP/2021,2021-03-26,4.1814,-0.31
58/A/NBP/2021,2021-03-25,4.1943,0.28
57/A/NBP/2021,2021-03-24,4.1825,0.29
56/A/NBP/2021,2021-03-23,4.1704,-0.3
55/A/NBP/2021,2021-03-22,4.1828,0.02
54/A/NBP/2021,2021-03-19,4.182,-0.04
53/A/NBP/2021,2021-03-18,4.1837,0.2
52/A/NBP/2021,2021-03-17,4.1754,0.56
51/A/NBP/2021,2021-03-16,4.1521,0.4
50/A/NBP/2021,2021-03-15,4.1355,-0.04
49/A/NBP/2021,2021-03-12,4.1373,-0.03
48/A/NBP/2021,2021-03-11,4.1387,0.13
47/A/NBP/2021,2021-03-10,4.1334,0.16
46/A/NBP/2021,2021-03-09,4.1266,-0.36
45/A/NBP/2021,2021-03-08,4.1416,0.25
44/A/NBP/2021,2021-03-05,4.1313,0.76
43/A/NBP/2021,2021-03-04,4.1003,0.05
42/A/NBP/2021,2021-03-03,4.0981,-0.34
41/A/NBP/2021,2021-03-02,4.112,-0.22
40/A/NBP/2021,2021-03-01,4.1211,0.01
39/A/NBP/2021,2021-02-26,4.1205,1.07
38/A/NBP/2021,2021-02-25,4.077,-0.46
37/A/NBP/2021,2021-02-24,4.0959,-0.72
36/A/NBP/2021,2021-02-23,4.1258,-0.07
35/A/NBP/2021,2021-02-22,4.1288,-0.22
34/A/NBP/2021,2021-02-19,4.1377,-0.14
33/A/NBP/2021,2021-02-18,4.1436,-0.55
32/A/NBP/2021,2021-02-17,4.1667,0.24
31/A/NBP/2021,2021-02-16,4.1568,0.2
30/A/NBP/2021,2021-02-15,4.1486,-0.46
29/A/NBP/2021,2021-02-12,4.1676,-0.05
28/A/NBP/2021,2021-02-11,4.1698,0.55
27/A/NBP/2021,2021-02-10,4.1469,0.22
26/A/NBP/2021,2021-02-09,4.1378,-0.04
25/A/NBP/2021,2021-02-08,4.1396,-0.47
24/A/NBP/2021,2021-02-05,4.159,0.04
23/A/NBP/2021,2021-02-04,4.1572,0.04
22/A/NBP/2021,2021-02-03,4.1555,-0.19
21/A/NBP/2021,2021-02-02,4.1634,-0.18
20/A/NBP/2021,2021-02-01,4.171,-0.96
19/A/NBP/2021,2021-01-29,4.2115,-0.24
18/A/NBP/2021,2021-01-28,4.2218,0.01
17/A/NBP/2021,2021-01-27,4.2215,0.08
16/A/NBP/2021,2021-01-26,4.2183,0.05
15/A/NBP/2021,2021-01-25,4.216,0.14
14/A/NBP/2021,2021-01-22,4.2102,0.12
13/A/NBP/2021,2021-01-21,4.2053,0.19
12/A/NBP/2021,2021-01-20,4.1974,-0.37
11/A/NBP/2021,2021-01-19,4.213,-0.38
10/A/NBP/2021,2021-01-18,4.2291,0.17
9/A/NBP/2021,2021-01-15,4.2219,0.37
8/A/NBP/2021,2021-01-14,4.2065,0.5
7/A/NBP/2021,2021-01-13,4.1855,0.16
6/A/NBP/2021,2021-01-12,4.1787,-0.26
5/A/NBP/2021,2021-01-11,4.1896,0.53
4/A/NBP/2021,2021-01-08,4.1674,0.41
3/A/NBP/2021,2021-01-07,4.1505,-1.36
2/A/NBP/2021,2021-01-05,4.2078,0.05
1/A/NBP/2021,2021-01-04,4.2055,-1.37
255/A/NBP/2020,2020-12-31,4.2641,2.24
254/A/NBP/2020,2020-12-30,4.1708,0.43
253/A/NBP/2020,2020-12-29,4.1531,0.75
252/A/NBP/2020,2020-12-28,4.1223,-0.92
251/A/NBP/2020,2020-12-24,4.1604,0.21
250/A/NBP/2020,2020-12-23,4.1517,-0.26
249/A/NBP/2020,2020-12-22,4.1625,-0.25
248/A/NBP/2020,2020-12-21,4.1729,1.67
247/A/NBP/2020,2020-12-18,4.1043,-0.1
246/A/NBP/2020,2020-12-17,4.1084,-0.15
245/A/NBP/2020,2020-12-16,4.1144,-0.27
244/A/NBP/2020,2020-12-15,4.1254,-0.05
243/A/NBP/2020,2020-12-14,4.1273,-0.03
242/A/NBP/2020,2020-12-11,4.1286,0.36
241/A/NBP/2020,2020-12-10,4.1139,-0.32
240/A/NBP/2020,2020-12-09,4.1273,-0.55
239/A/NBP/2020,2020-12-08,4.1503,0.21
238/A/NBP/2020,2020-12-07,4.1417,0.43
237/A/NBP/2020,2020-12-04,4.1241,-0.29
236/A/NBP/2020,2020-12-03,4.1362,0.61
235/A/NBP/2020,2020-12-02,4.1112,-0.28
234/A/NBP/2020,2020-12-01,4.1226,-0.33
233/A/NBP/2020,2020-11-30,4.1364,-0.27
232/A/NBP/2020,2020-11-27,4.1477,0.3
231/A/NBP/2020,2020-11-26,4.1353,0.44
230/A/NBP/2020,2020-11-25,4.1171,-0.31
229/A/NBP/2020,2020-11-24,4.1297,-0.02
228/A/NBP/2020,2020-11-23,4.1307,-0.12
227/A/NBP/2020,2020-11-20,4.1356,-0.22
226/A/NBP/2020,2020-11-19,4.1448,0.22
225/A/NBP/2020,2020-11-18,4.1356,-0.57
224/A/NBP/2020,2020-11-17,4.1594,0.32
223/A/NBP/2020,2020-11-16,4.1463,-0.34
222/A/NBP/2020,2020-11-13,4.1605,0.08
221/A/NBP/2020,2020-11-12,4.1573,-0.23
220/A/NBP/2020,2020-11-10,4.1669,-0.73
219/A/NBP/2020,2020-11-09,4.1976,-0.93
218/A/NBP/2020,2020-11-06,4.2368,0.28
217/A/NBP/2020,2020-11-05,4.2248,-0.81
216/A/NBP/2020,2020-11-04,4.2595,-0.19
215/A/NBP/2020,2020-11-03,4.2675,-1.04
214/A/NBP/2020,2020-11-02,4.3124,-0.17
213/A/NBP/2020,2020-10-30,4.3197,-0.3
212/A/NBP/2020,2020-10-29,4.3329,0.5
211/A/NBP/2020,2020-10-28,4.3113,0.87
210/A/NBP/2020,2020-10-27,4.2742,0.02
209/A/NBP/2020,2020-10-26,4.2734,0
208/A/NBP/2020,2020-10-23,4.2732,0.04
207/A/NBP/2020,2020-10-22,4.2714,-0.21
206/A/NBP/2020,2020-10-21,4.2802,-0.02
205/A/NBP/2020,2020-10-20,4.281,0.85
204/A/NBP/2020,2020-10-19,4.2448,-0.29
203/A/NBP/2020,2020-10-16,4.2571,0.17
202/A/NBP/2020,2020-10-15,4.25,1.47
201/A/NBP/2020,2020-10-14,4.1883,0.53
200/A/NBP/2020,2020-10-13,4.1664,0.06
199/A/NBP/2020,2020-10-12,4.164,0.25
198/A/NBP/2020,2020-10-09,4.1536,-0.16
197/A/NBP/2020,2020-10-08,4.1603,0.12
196/A/NBP/2020,2020-10-07,4.1555,-0.42
195/A/NBP/2020,2020-10-06,4.1729,-0.02
194/A/NBP/2020,2020-10-05,4.1737,0.21
193/A/NBP/2020,2020-10-02,4.1648,-0.56
192/A/NBP/2020,2020-10-01,4.1884,0.01
191/A/NBP/2020,2020-09-30,4.1878,-1.46
190/A/NBP/2020,2020-09-29,4.25,0.81
189/A/NBP/2020,2020-09-28,4.216,0.15
188/A/NBP/2020,2020-09-25,4.2095,0.23
187/A/NBP/2020,2020-09-24,4.1998,0.62
186/A/NBP/2020,2020-09-23,4.174,-0.39
185/A/NBP/2020,2020-09-22,4.1902,0.82
184/A/NBP/2020,2020-09-21,4.156,0.44
183/A/NBP/2020,2020-09-18,4.1378,-0.08
182/A/NBP/2020,2020-09-17,4.141,0.09
181/A/NBP/2020,2020-09-16,4.1373,0.13
180/A/NBP/2020,2020-09-15,4.1321,-0.03
179/A/NBP/2020,2020-09-14,4.1334,0.06
178/A/NBP/2020,2020-09-11,4.1309,-0.19
177/A/NBP/2020,2020-09-10,4.1389,0.32
176/A/NBP/2020,2020-09-09,4.1256,0.56
175/A/NBP/2020,2020-09-08,4.1027,-0.55
