Tabela,Data,Kurs Å›redni,Zmiana
86/A/NBP/2017,2017-05-05,3.8928,0.04
85/A/NBP/2017,2017-05-04,3.8914,0.08
84/A/NBP/2017,2017-05-02,3.8884,-0.17
83/A/NBP/2017,2017-04-28,3.8951,-0.27
82/A/NBP/2017,2017-04-27,3.9056,0.19
81/A/NBP/2017,2017-04-26,3.8982,-0.28
80/A/NBP/2017,2017-04-25,3.9092,-0.45
79/A/NBP/2017,2017-04-24,3.9267,-1.64
78/A/NBP/2017,2017-04-21,3.9921,0.33
77/A/NBP/2017,2017-04-20,3.9788,0.3
76/A/NBP/2017,2017-04-19,3.9669,-0.05
75/A/NBP/2017,2017-04-18,3.9688,-0.09
74/A/NBP/2017,2017-04-14,3.9724,-0.02
73/A/NBP/2017,2017-04-13,3.973,-0.11
72/A/NBP/2017,2017-04-12,3.9774,0.14
71/A/NBP/2017,2017-04-11,3.972,0.33
70/A/NBP/2017,2017-04-10,3.9591,0.18
69/A/NBP/2017,2017-04-07,3.9519,-0.14
68/A/NBP/2017,2017-04-06,3.9575,-0.27
67/A/NBP/2017,2017-04-05,3.9684,-0.3
66/A/NBP/2017,2017-04-04,3.9804,0.52
65/A/NBP/2017,2017-04-03,3.9597,0.34
64/A/NBP/2017,2017-03-31,3.9461,-0.19
63/A/NBP/2017,2017-03-30,3.9538,-0.01
62/A/NBP/2017,2017-03-29,3.9543,-0.47
61/A/NBP/2017,2017-03-28,3.973,-0.28
60/A/NBP/2017,2017-03-27,3.9843,0.01
59/A/NBP/2017,2017-03-24,3.9839,-0.21
58/A/NBP/2017,2017-03-23,3.9922,-0.2
57/A/NBP/2017,2017-03-22,4.0001,0.83
56/A/NBP/2017,2017-03-21,3.967,-0.52
55/A/NBP/2017,2017-03-20,3.9876,-0.61
54/A/NBP/2017,2017-03-17,4.0122,-0.49
53/A/NBP/2017,2017-03-16,4.032,0.02
52/A/NBP/2017,2017-03-15,4.031,-0.14
51/A/NBP/2017,2017-03-14,4.0366,-0.21
50/A/NBP/2017,2017-03-13,4.0449,0.42
49/A/NBP/2017,2017-03-10,4.0281,0.07
48/A/NBP/2017,2017-03-09,4.0252,-0.11
47/A/NBP/2017,2017-03-08,4.0296,0.21
46/A/NBP/2017,2017-03-07,4.021,-0.2
45/A/NBP/2017,2017-03-06,4.029,-0.3
44/A/NBP/2017,2017-03-03,4.0413,0.25
43/A/NBP/2017,2017-03-02,4.0314,-0.18
42/A/NBP/2017,2017-03-01,4.0387,-0.37
41/A/NBP/2017,2017-02-28,4.0535,0.15
40/A/NBP/2017,2017-02-27,4.0474,-0.01
39/A/NBP/2017,2017-02-24,4.0477,0.16
38/A/NBP/2017,2017-02-23,4.0411,0.09
37/A/NBP/2017,2017-02-22,4.0375,-0.46
36/A/NBP/2017,2017-02-21,4.0561,-0.01
35/A/NBP/2017,2017-02-20,4.0564,-0.36
34/A/NBP/2017,2017-02-17,4.0711,0.48
33/A/NBP/2017,2017-02-16,4.0516,0.24
32/A/NBP/2017,2017-02-15,4.042,0.2
31/A/NBP/2017,2017-02-14,4.034,-0.11
30/A/NBP/2017,2017-02-13,4.0385,0.16
29/A/NBP/2017,2017-02-10,4.0322,-0.52
28/A/NBP/2017,2017-02-09,4.0533,0.03
27/A/NBP/2017,2017-02-08,4.0521,0.62
26/A/NBP/2017,2017-02-07,4.0271,0.47
25/A/NBP/2017,2017-02-06,4.0084,-0.27
24/A/NBP/2017,2017-02-03,4.0192,-0.29
23/A/NBP/2017,2017-02-02,4.0307,-0.39
22/A/NBP/2017,2017-02-01,4.0465,-0.39
21/A/NBP/2017,2017-01-31,4.0625,0.24
20/A/NBP/2017,2017-01-30,4.0529,-0.2
19/A/NBP/2017,2017-01-27,4.0609,-0.09
18/A/NBP/2017,2017-01-26,4.0644,-0.02
17/A/NBP/2017,2017-01-25,4.0654,-0.22
16/A/NBP/2017,2017-01-24,4.0744,-0.09
15/A/NBP/2017,2017-01-23,4.0781,0.19
14/A/NBP/2017,2017-01-20,4.0705,-0.23
13/A/NBP/2017,2017-01-19,4.0797,0
12/A/NBP/2017,2017-01-18,4.0798,-0.11
11/A/NBP/2017,2017-01-17,4.0843,0.01
10/A/NBP/2017,2017-01-16,4.0837,0.21
9/A/NBP/2017,2017-01-13,4.0753,-0.09
8/A/NBP/2017,2017-01-12,4.0791,0.21
7/A/NBP/2017,2017-01-11,4.0706,-0.08
6/A/NBP/2017,2017-01-10,4.0737,-0.31
5/A/NBP/2017,2017-01-09,4.0863,-0.03
4/A/NBP/2017,2017-01-05,4.0876,-0.25
3/A/NBP/2017,2017-01-04,4.0978,-0.39
2/A/NBP/2017,2017-01-03,4.1137,-0.17
1/A/NBP/2017,2017-01-02,4.1209,0.09
252/A/NBP/2016,2016-12-30,4.1173,-0.04
251/A/NBP/2016,2016-12-29,4.119,0.26
250/A/NBP/2016,2016-12-28,4.1083,0.29
249/A/NBP/2016,2016-12-27,4.0964,-0.5
248/A/NBP/2016,2016-12-23,4.117,0.07
247/A/NBP/2016,2016-12-22,4.1141,-0.52
246/A/NBP/2016,2016-12-21,4.1357,0.16
245/A/NBP/2016,2016-12-20,4.1289,0.25
244/A/NBP/2016,2016-12-19,4.1185,0.08
243/A/NBP/2016,2016-12-16,4.1152,-0.44
242/A/NBP/2016,2016-12-15,4.1334,0.08
241/A/NBP/2016,2016-12-14,4.1302,-0.1
240/A/NBP/2016,2016-12-13,4.1344,-0.19
239/A/NBP/2016,2016-12-12,4.1422,0.73
238/A/NBP/2016,2016-12-09,4.112,0.5
237/A/NBP/2016,2016-12-08,4.0917,0.16
236/A/NBP/2016,2016-12-07,4.0852,-1.68
235/A/NBP/2016,2016-12-06,4.1551,-0.21
234/A/NBP/2016,2016-12-05,4.1639,-0.16
233/A/NBP/2016,2016-12-02,4.1705,0.71
232/A/NBP/2016,2016-12-01,4.1409,0.61
231/A/NBP/2016,2016-11-30,4.1159,-0.18
230/A/NBP/2016,2016-11-29,4.1235,0.34
229/A/NBP/2016,2016-11-28,4.1094,0.05
228/A/NBP/2016,2016-11-25,4.1073,-0.4
227/A/NBP/2016,2016-11-24,4.1236,0.3
226/A/NBP/2016,2016-11-23,4.1111,-0.1
225/A/NBP/2016,2016-11-22,4.1152,-0.47
224/A/NBP/2016,2016-11-21,4.1345,-0.56
223/A/NBP/2016,2016-11-18,4.1578,0.5
222/A/NBP/2016,2016-11-17,4.1372,0.25
221/A/NBP/2016,2016-11-16,4.1268,0.54
220/A/NBP/2016,2016-11-15,4.1046,0.12
219/A/NBP/2016,2016-11-14,4.0998,1.6
218/A/NBP/2016,2016-11-10,4.0351,0.47
217/A/NBP/2016,2016-11-09,4.0164,0.01
216/A/NBP/2016,2016-11-08,4.0159,0.32
215/A/NBP/2016,2016-11-07,4.0029,0.35
214/A/NBP/2016,2016-11-04,3.9888,-0.45
213/A/NBP/2016,2016-11-03,4.0067,0
212/A/NBP/2016,2016-11-02,4.0066,0.28
211/A/NBP/2016,2016-10-31,3.9953,0.07
210/A/NBP/2016,2016-10-28,3.9927,-0.28
209/A/NBP/2016,2016-10-27,4.0039,0.44
208/A/NBP/2016,2016-10-26,3.9862,0.16
207/A/NBP/2016,2016-10-25,3.98,-0.33
206/A/NBP/2016,2016-10-24,3.9933,-0.17
205/A/NBP/2016,2016-10-21,4.0002,0.55
204/A/NBP/2016,2016-10-20,3.9785,0.14
203/A/NBP/2016,2016-10-19,3.973,0.3
202/A/NBP/2016,2016-10-18,3.9613,-0.24
201/A/NBP/2016,2016-10-17,3.9709,0.64
200/A/NBP/2016,2016-10-14,3.9457,-0.3
199/A/NBP/2016,2016-10-13,3.9576,0.86
198/A/NBP/2016,2016-10-12,3.924,0.56
197/A/NBP/2016,2016-10-11,3.9023,-0.28
196/A/NBP/2016,2016-10-10,3.9131,-0.26
195/A/NBP/2016,2016-10-07,3.9234,-0.26
194/A/NBP/2016,2016-10-06,3.9337,0.32
193/A/NBP/2016,2016-10-05,3.9212,-0.23
192/A/NBP/2016,2016-10-04,3.9303,-0.15
191/A/NBP/2016,2016-10-03,3.9364,-1.1
190/A/NBP/2016,2016-09-30,3.9802,0.82
189/A/NBP/2016,2016-09-29,3.9479,0.21
188/A/NBP/2016,2016-09-28,3.9398,-0.05
187/A/NBP/2016,2016-09-27,3.9418,-0.45
186/A/NBP/2016,2016-09-26,3.9596,0.26
185/A/NBP/2016,2016-09-23,3.9495,0.42
184/A/NBP/2016,2016-09-22,3.933,-0.46
183/A/NBP/2016,2016-09-21,3.951,0.41
182/A/NBP/2016,2016-09-20,3.935,0
181/A/NBP/2016,2016-09-19,3.935,-0.5
180/A/NBP/2016,2016-09-16,3.9548,-0.07
179/A/NBP/2016,2016-09-15,3.9575,-0.01
178/A/NBP/2016,2016-09-14,3.9578,-0.67
177/A/NBP/2016,2016-09-13,3.9844,0.38
176/A/NBP/2016,2016-09-12,3.9695,0.64
175/A/NBP/2016,2016-09-09,3.9444,-0.15
174/A/NBP/2016,2016-09-08,3.9502,-0.57
173/A/NBP/2016,2016-09-07,3.9727,0.17
172/A/NBP/2016,2016-09-06,3.9658,-0.32
171/A/NBP/2016,2016-09-05,3.9786,-0.41
170/A/NBP/2016,2016-09-02,3.9949,0.72
169/A/NBP/2016,2016-09-01,3.9663,-0.21
168/A/NBP/2016,2016-08-31,3.9745,0.23
167/A/NBP/2016,2016-08-30,3.9654,-0.08
166/A/NBP/2016,2016-08-29,3.9686,-0.02
165/A/NBP/2016,2016-08-26,3.9695,0.3
164/A/NBP/2016,2016-08-25,3.9575,-0.14
163/A/NBP/2016,2016-08-24,3.963,0.03
162/A/NBP/2016,2016-08-23,3.9619,0.16
161/A/NBP/2016,2016-08-22,3.9555,-0.1
160/A/NBP/2016,2016-08-19,3.9596,0.3
159/A/NBP/2016,2016-08-18,3.9476,-0.12
158/A/NBP/2016,2016-08-17,3.9525,0.59
157/A/NBP/2016,2016-08-16,3.9295,0.23
156/A/NBP/2016,2016-08-12,3.9205,-0.09
155/A/NBP/2016,2016-08-11,3.9242,0.46
154/A/NBP/2016,2016-08-10,3.9064,-0.21
153/A/NBP/2016,2016-08-09,3.9148,-0.7
152/A/NBP/2016,2016-08-08,3.9423,-0.43
151/A/NBP/2016,2016-08-05,3.9592,-0.09
150/A/NBP/2016,2016-08-04,3.9628,-0.37
149/A/NBP/2016,2016-08-03,3.9776,-1.03
148/A/NBP/2016,2016-08-02,4.019,-0.31
147/A/NBP/2016,2016-08-01,4.0313,0.14
146/A/NBP/2016,2016-07-29,4.0256,0.54
145/A/NBP/2016,2016-07-28,4.0038,0.18
144/A/NBP/2016,2016-07-27,3.9968,-0.82
143/A/NBP/2016,2016-07-26,4.0299,0.06
142/A/NBP/2016,2016-07-25,4.0275,0.51
141/A/NBP/2016,2016-07-22,4.0072,-0.27
140/A/NBP/2016,2016-07-21,4.018,-0.26
139/A/NBP/2016,2016-07-20,4.0283,0.01
138/A/NBP/2016,2016-07-19,4.028,-0.54
137/A/NBP/2016,2016-07-18,4.0499,0.17
136/A/NBP/2016,2016-07-15,4.0432,-0.04
135/A/NBP/2016,2016-07-14,4.045,0.31
134/A/NBP/2016,2016-07-13,4.0324,-0.64
133/A/NBP/2016,2016-07-12,4.0582,-0.18
132/A/NBP/2016,2016-07-11,4.0657,-0.49
131/A/NBP/2016,2016-07-08,4.0857,-0.31
130/A/NBP/2016,2016-07-07,4.0984,-0.14
129/A/NBP/2016,2016-07-06,4.1042,-0.3
128/A/NBP/2016,2016-07-05,4.1165,0.69
127/A/NBP/2016,2016-07-04,4.0884,0.83
126/A/NBP/2016,2016-07-01,4.0547,-0.32
125/A/NBP/2016,2016-06-30,4.0677,-0.09
124/A/NBP/2016,2016-06-29,4.0712,-0.25
123/A/NBP/2016,2016-06-28,4.0814,-1.32
122/A/NBP/2016,2016-06-27,4.1358,0.8
121/A/NBP/2016,2016-06-24,4.1028,1.6
120/A/NBP/2016,2016-06-23,4.0383,-0.53
119/A/NBP/2016,2016-06-22,4.0597,0.54
118/A/NBP/2016,2016-06-21,4.038,0.06
117/A/NBP/2016,2016-06-20,4.0355,-1.43
116/A/NBP/2016,2016-06-17,4.0942,-0.28
115/A/NBP/2016,2016-06-16,4.1058,0.76
114/A/NBP/2016,2016-06-15,4.075,-0.42
113/A/NBP/2016,2016-06-14,4.092,1.39
112/A/NBP/2016,2016-06-13,4.036,1.05
111/A/NBP/2016,2016-06-10,3.9941,0.6
110/A/NBP/2016,2016-06-09,3.9703,0.38
109/A/NBP/2016,2016-06-08,3.9554,-0.21
108/A/NBP/2016,2016-06-07,3.9639,0.1
107/A/NBP/2016,2016-06-06,3.9598,-0.37
106/A/NBP/2016,2016-06-03,3.9746,0.04
105/A/NBP/2016,2016-06-02,3.9731,0.18
104/A/NBP/2016,2016-06-01,3.9658,-0.11
103/A/NBP/2016,2016-05-31,3.9701,-0.14
102/A/NBP/2016,2016-05-30,3.9757,-0.1
101/A/NBP/2016,2016-05-27,3.9795,-0.51
100/A/NBP/2016,2016-05-25,4,-0.26
99/A/NBP/2016,2016-05-24,4.0105,0.61
98/A/NBP/2016,2016-05-23,3.9862,0.35
97/A/NBP/2016,2016-05-20,3.9724,0.08
96/A/NBP/2016,2016-05-19,3.9693,0.08
95/A/NBP/2016,2016-05-18,3.966,0.76
94/A/NBP/2016,2016-05-17,3.9361,-0.55
93/A/NBP/2016,2016-05-16,3.9577,-0.92
92/A/NBP/2016,2016-05-13,3.9944,-0.16
91/A/NBP/2016,2016-05-12,4.0008,0.33
90/A/NBP/2016,2016-05-11,3.9877,-0.31
89/A/NBP/2016,2016-05-10,4.0001,0.1
88/A/NBP/2016,2016-05-09,3.9961,-0.21
87/A/NBP/2016,2016-05-06,4.0047,0.1
86/A/NBP/2016,2016-05-05,4.0005,-0.18
85/A/NBP/2016,2016-05-04,4.0078,0.59
84/A/NBP/2016,2016-05-02,3.9844,-0.92
83/A/NBP/2016,2016-04-29,4.0215,0.49
82/A/NBP/2016,2016-04-28,4.002,0.31
81/A/NBP/2016,2016-04-27,3.9896,-0.26
80/A/NBP/2016,2016-04-26,4,0.13
79/A/NBP/2016,2016-04-25,3.9947,1.64
78/A/NBP/2016,2016-04-22,3.9302,0.51
77/A/NBP/2016,2016-04-21,3.9102,-0.64
76/A/NBP/2016,2016-04-20,3.9352,-0.01
75/A/NBP/2016,2016-04-19,3.9354,-0.1
74/A/NBP/2016,2016-04-18,3.9395,-0.14
73/A/NBP/2016,2016-04-15,3.9451,-0.15
72/A/NBP/2016,2016-04-14,3.9511,0.43
71/A/NBP/2016,2016-04-13,3.9343,-0.2
70/A/NBP/2016,2016-04-12,3.942,0.19
69/A/NBP/2016,2016-04-11,3.9344,-0.2
68/A/NBP/2016,2016-04-08,3.9423,0.73
67/A/NBP/2016,2016-04-07,3.9139,0.25
66/A/NBP/2016,2016-04-06,3.9042,0.33
65/A/NBP/2016,2016-04-05,3.8915,0.37
64/A/NBP/2016,2016-04-04,3.8771,0.13
63/A/NBP/2016,2016-04-01,3.8722,-0.81
62/A/NBP/2016,2016-03-31,3.904,0.39
61/A/NBP/2016,2016-03-30,3.889,-0.35
60/A/NBP/2016,2016-03-29,3.9025,-0.16
59/A/NBP/2016,2016-03-25,3.9087,-0.29
58/A/NBP/2016,2016-03-24,3.9201,0.64
57/A/NBP/2016,2016-03-23,3.8951,-0.39
56/A/NBP/2016,2016-03-22,3.9104,0.28
55/A/NBP/2016,2016-03-21,3.8994,-0.13
54/A/NBP/2016,2016-03-18,3.9045,-0.25
53/A/NBP/2016,2016-03-17,3.9143,-0.13
52/A/NBP/2016,2016-03-16,3.9192,0.22
51/A/NBP/2016,2016-03-15,3.9107,0.32
50/A/NBP/2016,2016-03-14,3.8983,-1.08
49/A/NBP/2016,2016-03-11,3.9409,-0.1
48/A/NBP/2016,2016-03-10,3.9447,-0.05
47/A/NBP/2016,2016-03-09,3.9468,-0.49
46/A/NBP/2016,2016-03-08,3.9664,0.33
45/A/NBP/2016,2016-03-07,3.9532,-0.73
44/A/NBP/2016,2016-03-04,3.9822,-0.17
43/A/NBP/2016,2016-03-03,3.9891,-0.11
42/A/NBP/2016,2016-03-02,3.9933,0.06
41/A/NBP/2016,2016-03-01,3.9909,-0.03
40/A/NBP/2016,2016-02-29,3.9922,0.09
39/A/NBP/2016,2016-02-26,3.9888,-0.45
38/A/NBP/2016,2016-02-25,4.0069,-0.08
37/A/NBP/2016,2016-02-24,4.0103,0.67
36/A/NBP/2016,2016-02-23,3.9835,0.42
35/A/NBP/2016,2016-02-22,3.9668,-0.12
34/A/NBP/2016,2016-02-19,3.9714,-0.04
33/A/NBP/2016,2016-02-18,3.9729,-0.18
32/A/NBP/2016,2016-02-17,3.98,-0.35
31/A/NBP/2016,2016-02-16,3.9938,0.01
30/A/NBP/2016,2016-02-15,3.9935,-0.38
29/A/NBP/2016,2016-02-12,4.0089,-1.11
28/A/NBP/2016,2016-02-11,4.0541,0.24
27/A/NBP/2016,2016-02-10,4.0445,0
26/A/NBP/2016,2016-02-09,4.0447,1.45
25/A/NBP/2016,2016-02-08,3.9869,0.28
24/A/NBP/2016,2016-02-05,3.9756,0.82
23/A/NBP/2016,2016-02-04,3.9431,-0.53
22/A/NBP/2016,2016-02-03,3.9642,0.31
21/A/NBP/2016,2016-02-02,3.952,-0.53
20/A/NBP/2016,2016-02-01,3.973,-0.55
19/A/NBP/2016,2016-01-29,3.9949,-0.78
18/A/NBP/2016,2016-01-28,4.0265,-0.62
17/A/NBP/2016,2016-01-27,4.0516,-0.84
16/A/NBP/2016,2016-01-26,4.0861,0.21
15/A/NBP/2016,2016-01-25,4.0775,0.32
14/A/NBP/2016,2016-01-22,4.0644,-1.07
13/A/NBP/2016,2016-01-21,4.1084,0.64
12/A/NBP/2016,2016-01-20,4.0822,0.5
11/A/NBP/2016,2016-01-19,4.0617,-0.8
10/A/NBP/2016,2016-01-18,4.0945,1.64
9/A/NBP/2016,2016-01-15,4.0284,1.22
8/A/NBP/2016,2016-01-14,3.98,0.05
7/A/NBP/2016,2016-01-13,3.9782,-0.97
6/A/NBP/2016,2016-01-12,4.017,0.03
5/A/NBP/2016,2016-01-11,4.0159,0.59
4/A/NBP/2016,2016-01-08,3.9922,-0.14
3/A/NBP/2016,2016-01-07,3.9979,0.47
2/A/NBP/2016,2016-01-05,3.9792,0.67
1/A/NBP/2016,2016-01-04,3.9526,0.34
254/A/NBP/2015,2015-12-31,3.9394,0.58
253/A/NBP/2015,2015-12-30,3.9165,0.06
252/A/NBP/2015,2015-12-29,3.914,0.07
251/A/NBP/2015,2015-12-28,3.9114,-0.33
250/A/NBP/2015,2015-12-24,3.9242,-0.07
249/A/NBP/2015,2015-12-23,3.9271,0.28
248/A/NBP/2015,2015-12-22,3.9161,-0.48
247/A/NBP/2015,2015-12-21,3.9348,-0.97
246/A/NBP/2015,2015-12-18,3.9733,-0.21
245/A/NBP/2015,2015-12-17,3.9817,-0.53
244/A/NBP/2015,2015-12-16,4.0028,-0.48
243/A/NBP/2015,2015-12-15,4.0222,-0.16
242/A/NBP/2015,2015-12-14,4.0287,0.25
241/A/NBP/2015,2015-12-11,4.0186,0.26
240/A/NBP/2015,2015-12-10,4.0083,0.13
239/A/NBP/2015,2015-12-09,4.003,0.17
238/A/NBP/2015,2015-12-08,3.9963,0.46
237/A/NBP/2015,2015-12-07,3.9781,0.35
236/A/NBP/2015,2015-12-04,3.9643,0.46
235/A/NBP/2015,2015-12-03,3.9461,0.47
234/A/NBP/2015,2015-12-02,3.9278,0.38
233/A/NBP/2015,2015-12-01,3.9128,0.07
232/A/NBP/2015,2015-11-30,3.9099,-0.19
231/A/NBP/2015,2015-11-27,3.9172,-0.59
230/A/NBP/2015,2015-11-26,3.9404,-0.07
229/A/NBP/2015,2015-11-25,3.9431,0.34
228/A/NBP/2015,2015-11-24,3.9298,0.38
227/A/NBP/2015,2015-11-23,3.9151,0.02
226/A/NBP/2015,2015-11-20,3.9143,0.31
225/A/NBP/2015,2015-11-19,3.9023,-0.61
224/A/NBP/2015,2015-11-18,3.9264,-0.15
223/A/NBP/2015,2015-11-17,3.9324,-0.01
222/A/NBP/2015,2015-11-16,3.9328,0.2
221/A/NBP/2015,2015-11-13,3.9248,-0.04
220/A/NBP/2015,2015-11-12,3.9263,-0.44
219/A/NBP/2015,2015-11-10,3.9435,-0.07
218/A/NBP/2015,2015-11-09,3.9464,0.56
217/A/NBP/2015,2015-11-06,3.9246,0.47
216/A/NBP/2015,2015-11-05,3.9062,-0.44
215/A/NBP/2015,2015-11-04,3.9234,0.28
214/A/NBP/2015,2015-11-03,3.9126,0.17
213/A/NBP/2015,2015-11-02,3.906,-0.5
212/A/NBP/2015,2015-10-30,3.9255,-0.28
211/A/NBP/2015,2015-10-29,3.9364,-0.24
210/A/NBP/2015,2015-10-28,3.9459,0.4
209/A/NBP/2015,2015-10-27,3.9302,-0.36
208/A/NBP/2015,2015-10-26,3.9444,0.38
207/A/NBP/2015,2015-10-23,3.9296,-0.15
206/A/NBP/2015,2015-10-22,3.9357,-0.14
205/A/NBP/2015,2015-10-21,3.9411,0.23
204/A/NBP/2015,2015-10-20,3.9319,0.57
203/A/NBP/2015,2015-10-19,3.9097,0.19
202/A/NBP/2015,2015-10-16,3.9022,0.24
201/A/NBP/2015,2015-10-15,3.893,0.29
200/A/NBP/2015,2015-10-14,3.8819,0.27
199/A/NBP/2015,2015-10-13,3.8716,0.19
198/A/NBP/2015,2015-10-12,3.8644,0.03
197/A/NBP/2015,2015-10-09,3.8631,-0.36
196/A/NBP/2015,2015-10-08,3.8772,-0.25
195/A/NBP/2015,2015-10-07,3.8869,-0.01
194/A/NBP/2015,2015-10-06,3.8873,0.02
193/A/NBP/2015,2015-10-05,3.8864,-0.05
192/A/NBP/2015,2015-10-02,3.8885,-0.01
191/A/NBP/2015,2015-10-01,3.889,0.27
190/A/NBP/2015,2015-09-30,3.8785,-0.32
189/A/NBP/2015,2015-09-29,3.8909,0.65
188/A/NBP/2015,2015-09-28,3.8656,0.48
187/A/NBP/2015,2015-09-25,3.8473,-0.31
186/A/NBP/2015,2015-09-24,3.8593,-0.1
185/A/NBP/2015,2015-09-23,3.8632,0.29
184/A/NBP/2015,2015-09-22,3.8522,0.42
183/A/NBP/2015,2015-09-21,3.8359,0
182/A/NBP/2015,2015-09-18,3.8359,-0.02
181/A/NBP/2015,2015-09-17,3.8368,0.02
180/A/NBP/2015,2015-09-16,3.8361,-0.15
179/A/NBP/2015,2015-09-15,3.8417,0.38
178/A/NBP/2015,2015-09-14,3.8272,-0.04
177/A/NBP/2015,2015-09-11,3.8289,-0.73
176/A/NBP/2015,2015-09-10,3.857,-0.25
175/A/NBP/2015,2015-09-09,3.8666,-0.46
174/A/NBP/2015,2015-09-08,3.8843,-0.36
173/A/NBP/2015,2015-09-07,3.8983,0
172/A/NBP/2015,2015-09-04,3.8982,0.37
